maintenance_event_id,timestamp,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost,old_machine_id,machine_id,machine_name,machine_type,factory_id,factory_name,country,production_line_id,production_line_name,product_family,manufacturer,criticality_level,machine_generation,site_maturity_level,equipment_level,sensor_reliability,data_quality_level,maintenance_strategy,machine_availability_profile,oee_profile,unplanned_downtime_profile,quality_drift_profile,energy_efficiency_profile,systems_maturity
MEV0840,2026-01-04 04:00:00,72.0,7.0,13.0,preventive,mechanical,F003,minor,139.0,94.0,TECH02,pump,2841.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0841,2026-01-04 04:05:00,26.0,10.0,2.0,preventive,hydraulic,F001,critical,171.0,71.0,TECH01,valve,1890.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0842,2026-01-04 04:10:00,89.0,10.0,10.0,preventive,electrical,F002,minor,58.0,129.0,TECH02,sensor,2196.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0843,2026-01-04 04:15:00,100.0,28.0,14.0,corrective,electrical,F004,minor,130.0,11.0,TECH02,sensor,2296.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0844,2026-01-04 04:20:00,107.0,27.0,2.0,preventive,electrical,F002,minor,92.0,55.0,TECH01,sensor,846.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0845,2026-01-04 04:25:00,39.0,11.0,6.0,preventive,electrical,F004,minor,117.0,224.0,TECH01,sensor,180.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0846,2026-01-04 04:30:00,75.0,4.0,12.0,preventive,mechanical,F003,major,146.0,93.0,TECH01,bearing,2458.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0847,2026-01-04 04:35:00,67.0,17.0,11.0,preventive,mechanical,F003,minor,101.0,106.5,TECH02,sensor,2290.5,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0848,2026-01-04 04:40:00,44.0,14.0,10.0,preventive,electrical,F004,minor,56.0,120.0,TECH03,valve,2123.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0849,2026-01-04 04:45:00,104.0,16.0,4.0,corrective,electrical,F002,major,47.333333333333336,154.0,TECH02,bearing,247.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0850,2026-01-04 04:50:00,64.0,8.0,8.0,preventive,electrical,F004,minor,38.66666666666667,216.0,TECH03,sensor,483.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0851,2026-01-04 04:55:00,92.0,3.0,9.0,preventive,hydraulic,F003,minor,30.0,165.0,TECH01,pump,2964.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0852,2026-01-04 05:00:00,39.0,13.0,6.0,preventive,hydraulic,F003,major,78.0,113.0,TECH01,sensor,1484.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0853,2026-01-04 05:05:00,56.0,8.0,14.0,preventive,mechanical,F003,minor,173.0,224.0,TECH01,bearing,1926.5,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0854,2026-01-04 05:10:00,89.0,8.0,0.0,corrective,hydraulic,F004,critical,27.0,229.0,TECH02,bearing,2369.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0855,2026-01-04 05:15:00,86.0,29.0,0.0,corrective,electrical,F004,minor,47.0,154.0,TECH03,bearing,1701.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0856,2026-01-04 05:20:00,13.0,16.0,5.0,preventive,electrical,F002,major,77.5,79.0,TECH02,valve,673.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0857,2026-01-04 05:25:00,4.0,11.0,4.0,preventive,electrical,F004,minor,108.0,159.0,TECH02,bearing,2523.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0858,2026-01-04 05:30:00,28.0,6.0,4.0,preventive,electrical,F003,minor,95.0,215.0,TECH01,valve,2268.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0859,2026-01-04 05:35:00,83.0,26.0,10.0,corrective,mechanical,F004,major,82.0,129.0,TECH01,valve,10959.99895287958,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0860,2026-01-04 05:40:00,55.0,11.0,10.0,preventive,mechanical,F003,major,94.0,65.0,TECH01,valve,259.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0861,2026-01-04 05:45:00,27.0,11.0,48.4440961337513,corrective,electrical,F001,critical,173.0,147.0,TECH01,bearing,2416.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0862,2026-01-04 05:50:00,61.0,5.0,11.0,preventive,hydraulic,F003,critical,170.0,56.0,TECH01,valve,2317.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0863,2026-01-04 05:55:00,75.0,15.0,13.0,preventive,hydraulic,F002,critical,166.0,61.0,TECH01,bearing,2925.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0864,2026-01-04 06:00:00,6.0,1.0,13.0,preventive,mechanical,F001,critical,165.0,218.0,TECH02,bearing,2322.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0865,2026-01-04 06:05:00,48.0,9.0,7.0,preventive,mechanical,F004,major,165.2,85.0,TECH02,sensor,2366.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0866,2026-01-04 06:10:00,95.0,3.0,10.0,preventive,mechanical,F003,critical,165.4,230.0,TECH03,sensor,1567.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0867,2026-01-04 06:15:00,56.0,4.0,7.0,preventive,mechanical,F001,critical,165.6,175.0,TECH02,valve,1568.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0868,2026-01-04 06:20:00,29.0,4.0,13.0,corrective,mechanical,F004,major,165.8,210.0,TECH02,sensor,2717.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0868,2026-01-04 06:25:00,72.0,6.0,8.0,preventive,electrical,F001,minor,166.0,134.0,TECH01,pump,855.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0870,2026-01-04 06:30:00,75.0,25.0,10.0,corrective,hydraulic,F002,minor,166.0,66.0,TECH03,bearing,2397.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0871,2026-01-04 06:35:00,73.0,29.0,10.0,preventive,hydraulic,F004,minor,107.0,49.0,TECH01,sensor,2527.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0872,2026-01-04 06:40:00,31.0,1.0,3.0,preventive,hydraulic,F002,minor,67.0,33.0,TECH03,pump,2977.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0873,2026-01-04 06:45:00,65.0,18.0,4.0,corrective,electrical,F003,minor,27.0,104.0,TECH03,pump,1808.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0874,2026-01-04 06:50:00,71.0,17.0,11.0,preventive,electrical,F004,minor,67.0,86.0,TECH01,valve,1943.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0875,2026-01-04 06:55:00,74.0,6.0,6.0,preventive,hydraulic,F001,critical,107.0,68.0,TECH02,bearing,1310.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0876,2026-01-04 07:00:00,9.0,13.0,2.0,corrective,electrical,F001,critical,155.0,106.0,TECH02,pump,1934.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0877,2026-01-04 07:05:00,63.0,14.0,11.0,preventive,electrical,F004,critical,160.5,66.0,TECH02,sensor,2687.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0878,2026-01-04 07:10:00,77.0,22.0,5.0,preventive,hydraulic,F001,minor,166.0,87.0,TECH03,bearing,1912.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0879,2026-01-04 07:15:00,27.0,24.0,2.0,preventive,hydraulic,F004,major,135.0,218.0,TECH02,sensor,261.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0880,2026-01-04 07:20:00,18.0,19.0,3.0,preventive,electrical,F002,minor,104.0,161.0,TECH03,sensor,2194.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0881,2026-01-04 07:25:00,16.0,14.0,9.0,preventive,hydraulic,F002,major,116.0,114.0,TECH03,pump,894.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0882,2026-01-04 07:30:00,55.0,19.0,7.0,preventive,mechanical,F002,major,177.0,42.0,TECH01,valve,616.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0883,2026-01-04 07:35:00,94.0,21.0,9.0,preventive,hydraulic,F002,minor,176.0,20.0,TECH01,bearing,2420.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0884,2026-01-04 07:40:00,38.0,27.0,10.0,preventive,electrical,F003,major,80.0,11.0,TECH02,valve,2204.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0885,2026-01-04 07:45:00,20.0,14.5,3.0,preventive,electrical,F004,minor,118.0,31.0,TECH01,pump,2460.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0886,2026-01-04 07:50:00,41.0,2.0,10.0,preventive,hydraulic,F004,critical,156.0,174.0,TECH02,valve,2707.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0887,2026-01-04 07:55:00,58.0,2.0,11.0,preventive,electrical,F003,major,131.0,112.0,TECH03,pump,850.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0888,2026-01-04 08:00:00,76.0,24.0,12.0,preventive,electrical,F001,major,44.0,213.0,TECH01,sensor,2491.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0889,2026-01-04 08:05:00,28.0,22.0,11.0,corrective,hydraulic,F003,critical,140.0,97.0,TECH02,sensor,995.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0890,2026-01-04 08:10:00,44.0,11.0,3.0,corrective,electrical,F001,critical,125.0,86.0,TECH01,pump,2549.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0891,2026-01-04 08:15:00,65.0,24.0,2.5,corrective,electrical,F001,major,107.75,54.0,TECH01,sensor,1621.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0892,2026-01-04 08:20:00,9.0,1.0,2.0,preventive,electrical,F002,critical,90.5,192.0,TECH03,pump,2130.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0893,2026-01-04 08:25:00,106.0,3.0,11.0,preventive,electrical,F004,critical,73.25,67.0,TECH01,bearing,2445.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0894,2026-01-04 08:30:00,113.0,7.0,2.0,preventive,electrical,F002,major,56.0,16.0,TECH02,sensor,1208.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0894,2026-01-04 08:35:00,33.0,8.0,10.0,preventive,electrical,F003,minor,41.5,25.0,TECH01,sensor,1006.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0896,2026-01-04 08:40:00,117.0,2.0,0.0,preventive,mechanical,F003,major,27.0,94.0,TECH03,pump,267.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0897,2026-01-04 08:45:00,65.0,29.0,6.0,preventive,mechanical,F003,major,94.0,102.0,TECH03,pump,2143.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0898,2026-01-04 08:50:00,106.0,23.0,10.0,preventive,mechanical,F001,minor,42.0,100.0,TECH03,sensor,2312.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0899,2026-01-04 08:55:00,9.0,23.0,3.0,corrective,electrical,F001,critical,104.0,103.0,TECH02,bearing,587.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0900,2026-01-04 09:00:00,86.0,2.0,6.0,preventive,hydraulic,F001,major,28.0,160.0,TECH03,sensor,1710.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0901,2026-01-04 09:05:00,62.0,10.0,1.0,corrective,hydraulic,F003,critical,59.0,191.0,TECH03,pump,639.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0902,2026-01-04 09:10:00,73.0,23.0,4.0,corrective,mechanical,F004,critical,175.0,219.0,TECH02,bearing,1793.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0903,2026-01-04 09:15:00,69.0,5.0,11.0,corrective,electrical,F002,minor,116.0,137.0,TECH02,bearing,529.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0904,2026-01-04 09:20:00,118.0,24.0,13.0,preventive,mechanical,F003,major,115.0,99.0,TECH02,bearing,945.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0905,2026-01-04 09:25:00,2.0,0.0,14.0,corrective,mechanical,F003,minor,155.0,173.0,TECH02,bearing,1976.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0906,2026-01-04 09:30:00,78.0,8.0,6.0,preventive,mechanical,F002,minor,96.0,200.0,TECH02,valve,2883.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0907,2026-01-04 09:35:00,76.0,28.0,11.0,preventive,electrical,F001,minor,37.0,154.5,TECH01,pump,965.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0908,2026-01-04 09:40:00,29.0,23.0,11.0,preventive,mechanical,F003,major,131.0,109.0,TECH03,pump,875.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
